cluster index	parent mass	RTMean
1797	150.05855650955874	0.53737825
1347	150.07698934423593	0.4698816
49233	150.08539074790366	10.636057
4090	150.0915779999615	0.76384085
2565	150.1044255580495	0.59664017
1379	150.1054324048039	0.45981702
925	150.11261218499547	0.42996648
8492	150.12793297934695	1.514515
560	151.03538992848107	0.39233676
3691	151.06166891558922	0.7353833
18079	151.06215463168655	2.1794536
3525	151.09663379401837	0.7145194
930	151.14432285872502	0.44725788
1077	151.6257031687637	0.44592953
519	152.03614280538577	0.3914099
3628	152.05680495718602	0.7280696
2091	152.0568956511376	0.5604986
1794	152.07069734809102	0.4797969
4645	152.07078399546214	0.83776695
18080	152.07083445507752	2.1791205
7151	152.0708523838313	1.4417591
20913	152.1071077521744	2.4483776
14761	152.10716744139583	1.9453766
529	153.03290811797362	0.39115986
3412	153.04137341566576	0.7836453
3996	153.06601536624547	0.7604663
49085	153.07701946061795	10.53044
49243	153.07702371198	10.649668
48195	153.0770339327658	10.120774
11574	153.09122722048247	1.7471098
48916	153.11342879794475	10.501942
48292	153.1134428716977	10.096017
47890	153.11345388140535	9.858908
22944	153.12757826558794	2.7465017
1989	153.13884505822546	0.47208598
11556	153.13885296637986	1.6981387
3008	154.04941432072036	0.62374616
4080	154.0500002122614	0.7713889
6195	154.05010596897085	1.1746814
2767	154.08634917942982	0.6210029
1567	154.0975456531241	0.47219735
5719	154.1101663428689	1.047299
24382	154.1228406700102	2.9905422
49739	154.99030351934607	10.790342
38691	154.99033275568354	8.605104
172	154.99033368707197	0.10571316
1150	155.04275842379994	0.47238094
2217	155.0815376546255	0.5852754
1234	155.11796025954993	0.43876696
4942	155.11800057054313	0.91534424
15834	156.01086051449434	2.0130484
1087	156.0421922127082	0.42159125
3141	156.06541344422652	0.5873884
858	156.07681772800456	0.41849747
4650	156.0768281511211	0.85870486
20830	156.10214367536886	2.4531083
855	156.14963201958386	0.41221666
10204	156.14971779504367	1.6256608
671	156.62916529910905	0.3999847
884	157.08023690578577	0.4290319
15319	157.09731942013423	1.9653101
633	157.13363386538018	0.34324357
766	157.15267035723846	0.41188708
12954	157.6936976737408	1.8136364
5688	158.02722344093272	1.0411677
2951	158.08131470014715	0.64166963
5565	158.08138697333936	1.02364
9023	158.0814222846496	1.5203829
2165	158.11767770707056	0.5742419
5774	158.11775100847666	1.0255953
23365	158.1177682753349	2.7989242
31322	158.15416040729556	5.3190536
706	158.16521593819772	0.39472842
37012	158.81041970344484	8.291685
99	158.96162629667427	0.081934914
816	158.96398210490915	0.41107145
49541	158.96406749081908	10.760588
49333	159.06647826245714	10.682194
1152	159.07652311927876	0.4604619
8979	159.09186175834594	1.543967
3579	159.11285277111568	0.71996266
5320	159.11287986804714	0.96692324
11705	159.1129048352523	1.7050078
1890	159.12087900287884	0.5653098
20183	159.14945873027835	2.4135346
1122	159.9692392342343	0.3942593
4019	160.06089517127876	0.78017783
4167	160.07584847778375	0.77254575
21876	160.07589703163427	2.5921884
12421	160.0759641359854	1.7400846
9126	160.09696073173797	1.5020901
3253	160.09699569737768	0.6622883
5765	160.09700490381056	1.0536294
2598	160.10807019896546	0.60211873
1574	160.13330405138342	0.4711761
3572	160.13332021109977	0.7139372
12895	160.1334353614847	1.8085295
3919	161.08122407634994	0.73568636
4651	161.08167545613898	0.8815257
48217	161.0820918465326	10.092028
1144	161.0922071778936	0.45476475
10861	161.10746392281564	1.6596773
8312	161.117415483125	1.5330306
817	161.12846322875944	0.4052803
3697	161.12879348817182	0.7423886
1502	161.13647475524897	0.47764683
4514	162.05508655474196	0.8470505
7426	162.05511373057809	1.4172229
12400	162.05515083478846	1.7542204
17064	162.05515706801327	2.0986013
14828	162.0552075796633	1.9408883
3314	162.05863081176514	0.7016103
2438	162.07613463222413	0.5937603
1350	162.07615394057865	0.4613671
10437	162.076251190236	1.6155899
1096	162.11253436553238	0.44781762
3699	162.13183060956226	0.73604256
12508	163.07554283940644	1.7909708
48910	163.0977077662613	10.539223
49246	163.09771838774913	10.661748
48746	163.09771983576474	10.4365425
48044	163.0977277278381	10.102399
47139	163.0977267932522	9.552012
48473	163.09773268275117	10.268292
47450	163.09773470535958	9.771756
47888	163.09773304873255	9.900284
46450	163.09774791691655	9.379765
22943	163.11190545656925	2.7354357
11649	163.13300610169912	1.6817926
19148	163.13307983882842	2.267323
953	163.97789649079022	0.4391679
16216	164.0708341752193	2.0393417
943	164.12826318190062	0.43346837
2771	165.05470059777286	0.6201789
8296	165.0549105947048	1.5020176
48286	165.0771102707425	10.112938
48532	165.07711685606444	10.270844
1959	165.10236053818736	0.5101344
18107	165.10245616633426	2.1741333
48921	165.11343782738945	10.517032
48155	165.11345177073957	10.095377
49299	165.11344908278818	10.678311
47666	165.11345613809843	9.872703
27968	165.12758725093028	3.848238
21106	165.12761059678147	2.452708
4673	166.0493069437316	0.8626724
1175	166.05341006634916	0.45789772
2473	166.0723830939543	0.58908314
2529	166.08633686583212	0.5961255
8396	166.08650103732558	1.5145197
4700	166.08651591792895	0.86979043
11999	166.0865186140458	1.7521735
49000	166.1086535526482	10.540959
49259	166.10866408754435	10.674671
48613	166.10866725965502	10.428314
48119	166.10867200182483	10.110184
46891	166.10867397499794	9.517623
47256	166.10867791317943	9.6827
47542	166.10867721842382	9.856946
47968	166.1086765723184	9.980166
48489	166.10867846925402	10.225146
1964	167.01288105823156	0.42839772
49743	167.01288023977236	10.7892885
7678	167.04538848142323	1.4584607
1572	167.09229672849565	0.47667113
48894	167.09270168941487	10.53165
49295	167.0927084568037	10.663188
48230	167.09273905328746	10.130138
22982	167.10682287709423	2.7408776
19667	167.10688232781155	2.251368
5232	167.11799835779732	0.95545906
6209	167.11808774326752	1.1649806
2528	168.01411716410246	0.5918107
3558	168.0651916283343	0.7097478
1871	168.0655107391771	0.5118389
885	168.07680521371003	0.42089543
3458	168.1231377502876	0.7125492
558	169.04577547204343	0.38849488
960	169.05873584776245	0.44105175
737	169.09563465094985	0.41698268
2916	169.097149893147	0.66785717
5881	169.0972194853076	1.0815575
4510	169.1335394941075	0.8480721
5329	169.13361159528463	0.96965486
8262	169.13363873467722	1.4549005
1116	170.03289119878391	0.44641563
904	170.04150830974376	0.42859447
1118	170.0479317659789	0.4409322
8853	170.06015323373188	1.5371581
2391	170.08112693419514	0.5849585
1399	170.0811542706398	0.46494377
6162	170.08123453935272	1.1705327
862	170.0923207557619	0.41330618
15144	170.11777116300962	1.964592
849	170.1652783495772	0.42120337
561	171.04335886051274	0.39034474
1290	171.07638942468336	0.45765787
14708	171.10173168553453	1.9640458
11660	171.1017373631286	1.7590386
6446	171.11295376406997	1.2457184
1253	171.14920290964227	0.5182994
10414	171.14929442433197	1.6478655
17356	171.14933654890626	2.1369636
45183	171.18555682260896	9.128559
11024	171.61810974034756	1.6686784
8531	171.61816450633626	1.5179657
624	171.99235744809536	0.38216084
2147	172.06035809924032	0.56536514
4647	172.09686525548045	0.86859006
4060	172.0968968792817	0.7610537
5722	172.09692891335504	1.0438043
10923	172.096935874734	1.6499857
13779	172.09694390391195	1.8535762
8006	172.0969560969571	1.4773074
15500	172.096995547157	1.9777873
19642	173.09220033648904	2.336037
4987	173.0924568661675	0.9094603
11788	173.11745328035457	1.7517016
2347	173.12858261840935	0.58244616
5011	173.1285969338262	0.9220159
2432	173.13976569361603	0.5886888
1268	173.1398914256836	0.4426624
865	173.17624599096052	0.42134342
7124	174.05298098311744	1.3753135
1508	174.07622010101016	0.47744268
8343	174.07627927739492	1.4535865
1554	174.08743182758178	0.47597975
1478	174.112607995036	0.47277012
12310	174.11273752638473	1.7265254
14820	174.1127296840189	1.908074
16517	174.11276420256416	2.0324414
2973	174.12373609777617	0.64065844
3960	174.14883632019252	0.75503993
2526	174.16020590386617	0.5789703
1166	174.16022571385102	0.43175942
10151	174.16032914045508	1.6726828
1084	174.1803118022139	0.45115367
20555	174.18543153448	2.4126267
2276	175.02368237989194	0.57475024
4057	175.0479387172541	0.77025056
2837	175.05340237180275	0.61497676
7952	175.0868317837518	1.4730468
15553	175.08685622733648	2.0013022
2706	175.10780064114283	0.6172564
9340	175.10784879578551	1.5234963
1432	175.1079176731283	0.45670983
27990	175.112085924764	3.8547797
12679	175.1160997586944	1.7620751
928	175.11904643013676	0.43075147
4688	175.11917991277474	0.8713693
2880	175.11942519853184	0.6276225
9127	175.12660062795936	1.5559232
5818	175.14431563708715	1.0631521
23810	175.14842476849643	2.8460863
2394	175.15706013680028	0.5680808
1384	175.1571594162112	0.4662368
2423	175.16361088076795	0.56898
13438	176.03790054639063	1.8458514
2255	176.05535059224968	0.57440287
7030	176.07086679413072	1.3462638
5828	176.07498439259754	0.99543613
3078	176.09184986180813	0.65943986
1285	176.09187533246376	0.46699435
5264	176.09193035783437	0.96182895
12297	176.0919884877348	1.7477936
6114	176.0919951218257	1.1564006
11129	176.10095174003797	1.675346
1219	176.1030851712813	0.46198454
48869	176.10559677234198	10.52764
48702	176.10561052421423	10.42217
48086	176.1056128301559	10.041643
859	176.12232172646011	0.43206102
2041	176.12821944854986	0.5250451
1386	176.1647280955425	0.4732928
933	177.02467796061407	0.43349046
25863	177.0554859571341	3.2997367
1394	177.0617150548053	0.4666366
4838	177.0762019185024	0.90437376
4145	177.10239266850647	0.7870446
48750	177.11405633602303	10.502523
680	177.9961321032019	0.40310222
8993	178.04989579319678	1.5807934
17258	178.05004576904165	2.172982
23037	178.05006416246582	2.7549517
12800	178.05010618982624	1.8496298
5630	178.0534751672377	1.0309687
822	178.05874698653992	0.4210861
